date,latitude,longitude,b2_blue,b3_green,b4_red,b8_nir,b11_swir1,b12_swir2,ndvi,ndbi,ndwi,cloud_probability,cloud_masked,source
2023-10-20,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-21,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-22,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-23,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-24,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-25,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-26,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-27,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-28,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-29,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-30,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-10-31,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-01,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-02,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-03,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-04,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-05,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-06,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-07,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-08,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-09,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-10,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-11,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-12,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-13,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-14,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-15,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-16,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-17,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-18,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-19,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-20,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-21,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-22,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-23,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-24,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-25,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-26,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-27,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-28,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-29,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-11-30,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-01,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-02,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-03,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-04,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-05,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-06,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-07,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-08,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-09,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-10,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-11,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-12,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-13,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-14,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-15,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-16,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-17,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-18,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-19,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-20,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-21,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-22,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-23,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-24,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-25,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-26,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-27,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-28,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-29,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-30,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2023-12-31,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-01,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-02,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-03,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-04,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-05,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-06,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-07,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-08,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-09,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-10,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-11,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-12,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-13,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-14,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-15,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-16,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-17,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-18,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-19,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-20,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-21,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-22,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-23,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-24,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-25,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-26,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-27,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-28,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-29,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-30,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-01-31,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-01,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-02,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-03,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-04,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-05,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-06,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-07,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-08,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-09,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-10,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-11,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-12,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-13,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-14,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-15,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-16,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-17,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-18,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-19,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-20,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-21,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-22,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-23,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-24,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-25,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-26,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-27,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-28,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-02-29,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-03-01,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-03-02,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-03-03,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-03-04,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-03-05,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-03-06,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-03-07,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-03-08,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-03-09,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-03-10,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-03-11,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-03-12,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-03-13,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-03-14,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
2024-03-15,22.4125,73.0944,0.14,0.17,0.21,0.28,0.36,0.31,0.1429,0.125,-0.2444,15.0,True,Sentinel-2 MSI Harmonized Surface Reflectance (10m/20m)
